ano_mes_lancamento,Nome Elemento de Despesa,valor_empenhado
2017/11,Auxílio Financeiro a Estudantes,498067.75885612017
2017/11,Auxílio Financeiro a Pesquisadores,7774.340484624876
2017/11,Contribuições,8993.630130829513
2017/11,Despesas de Exercícios Anteriores,-186462.56904811517
2017/11,Diárias - Civil,47720.2304858915
2017/11,Equipamentos e Material Permanente,11012500.175506443
2017/11,Indenizações e Restituições,2209551.569136983
2017/11,Locação de Mão-de-Obra,-175747.9642741864
2017/11,Material de Consumo,4943121.7122496385
2017/11,"Material, Bem ou Serviço para Distribuição",62391.52481245862
2017/11,Outros Auxílios Financeiros a Pessoas Físic,3535926.9187239013
2017/11,Outros Serviços de Terceiros - Pessoa Físic,394563.52207390516
2017/11,Outros Serviços de Terceiros - Pessoa Juríd,11171759.276322186
2017/11,Passagens e Despesas com Locomoção,163412.43173943597
2017/12,Auxílio Financeiro a Estudantes,-774732.3335001201
2017/12,Auxílio Financeiro a Pesquisadores,475844.18580238626
2017/12,Contribuições,0.0
2017/12,Despesas de Exercícios Anteriores,500317.1286637133
2017/12,Diárias - Civil,-961315.2779326997
2017/12,Equipamentos e Material Permanente,3295560.4233828816
2017/12,Indenizações e Restituições,2255432.2037299196
2017/12,Locação de Mão-de-Obra,0.0
2017/12,Material de Consumo,1312244.9465713135
2017/12,"Material, Bem ou Serviço para Distribuição",0.0
2017/12,Obras e Instalações,0.0
2017/12,Outros Auxílios Financeiros a Pessoas Físic,753053.1384186997
2017/12,Outros Serviços de Terceiros - Pessoa Físic,-27426.2780781294
2017/12,Outros Serviços de Terceiros - Pessoa Juríd,2124197.5330268126
2017/12,Passagens e Despesas com Locomoção,-41519.26410160969
2018/01,Auxílio Financeiro a Estudantes,4507647.312623713
2018/01,Auxílio Financeiro a Pesquisadores,0.0
2018/01,Contribuições,2880.1067592562545
2018/01,Despesas de Exercícios Anteriores,297840.2066848249
2018/01,Diárias - Civil,10983.143121085763
2018/01,Equipamentos e Material Permanente,129.60480416653144
2018/01,Indenizações e Restituições,2410705.5195792904
2018/01,Locação de Mão-de-Obra,0.0
2018/01,Material de Consumo,14777.741378541063
2018/01,"Material, Bem ou Serviço para Distribuição",0.0
2018/01,Outros Auxílios Financeiros a Pessoas Físic,2906374.168131632
2018/01,Outros Serviços de Terceiros - Pessoa Físic,524.1794301846382
2018/01,Outros Serviços de Terceiros - Pessoa Juríd,60941.33096180679
2018/01,Passagens e Despesas com Locomoção,7200.266898140636
2018/02,Auxílio Financeiro a Estudantes,35943018.09188315
2018/02,Auxílio Financeiro a Pesquisadores,0.0
2018/02,Contribuições,31474.844907510356
2018/02,Despesas de Exercícios Anteriores,65966.2790680279
2018/02,Diárias - Civil,1631074.2791216013
2018/02,Equipamentos e Material Permanente,34704.15489133731
2018/02,Indenizações e Restituições,18641146.944584046
2018/02,Locação de Mão-de-Obra,1110983.9060982512
2018/02,Material de Consumo,54585.61230971394
2018/02,Obras e Instalações,0.0
2018/02,Outros Auxílios Financeiros a Pessoas Físic,0.0
2018/02,Outros Serviços de Terceiros - Pessoa Físic,407572.86283230566
2018/02,Outros Serviços de Terceiros - Pessoa Juríd,5318189.693057718
2018/02,Passagens e Despesas com Locomoção,14354.59415748509
2018/03,Auxílio Financeiro a Estudantes,1458119.8254880374
2018/03,Auxílio Financeiro a Pesquisadores,35854.22999626334
2018/03,Contribuições,18644.50077358891
2018/03,Despesas de Exercícios Anteriores,298174.9344853008
2018/03,Diárias - Civil,907669.9537492804
2018/03,Equipamentos e Material Permanente,122801.95678102181
2018/03,Indenizações e Restituições,1721.0030398206404
2018/03,Locação de Mão-de-Obra,2219941.9854835942
2018/03,Material de Consumo,528471.6303184237
2018/03,"Material, Bem ou Serviço para Distribuição",0.0
2018/03,Outros Auxílios Financeiros a Pessoas Físic,2438784.057967663
2018/03,Outros Serviços de Terceiros - Pessoa Físic,998532.3314151829
2018/03,Outros Serviços de Terceiros - Pessoa Juríd,18819604.22787546
2018/03,Passagens e Despesas com Locomoção,727686.236801018
2018/04,Auxílio Financeiro a Estudantes,548710.9056317817
2018/04,Auxílio Financeiro a Pesquisadores,331997.0011124905
2018/04,Contribuições,90423.99114239878
2018/04,Despesas de Exercícios Anteriores,136521.0735463054
2018/04,Diárias - Civil,-34630.75028819954
2018/04,Equipamentos e Material Permanente,17741.347330828885
2018/04,Indenizações e Restituições,373782.8305628557
2018/04,Locação de Mão-de-Obra,208122.55195149378
2018/04,Material de Consumo,796544.3916379809
2018/04,"Material, Bem ou Serviço para Distribuição",9395.085825016526
2018/04,Outros Auxílios Financeiros a Pessoas Físic,2348394.625347653
2018/04,Outros Serviços de Terceiros - Pessoa Físic,306534.1047363478
2018/04,Outros Serviços de Terceiros - Pessoa Juríd,785938.7474374424
2018/04,Passagens e Despesas com Locomoção,412156.932899892
2018/04,Serviços de Tecnologia da Informação e Com,29555.646648219205
2018/05,Auxílio Financeiro a Estudantes,820923.1824240369
2018/05,Auxílio Financeiro a Pesquisadores,63710.35722816956
2018/05,Contribuições,0.0
2018/05,Despesas de Exercícios Anteriores,945165.1207802977
2018/05,Diárias - Civil,731531.5178553865
2018/05,Equipamentos e Material Permanente,482070.0002308454
2018/05,Indenizações e Restituições,1710.383424099051
2018/05,Locação de Mão-de-Obra,1368319.2820910176
2018/05,Material de Consumo,467589.4665665668
2018/05,"Material, Bem ou Serviço para Distribuição",5388.277913720043
2018/05,Outros Auxílios Financeiros a Pessoas Físic,1500028.939768432
2018/05,Outros Serviços de Terceiros - Pessoa Físic,616250.0929664432
2018/05,Outros Serviços de Terceiros - Pessoa Juríd,19972970.236948706
2018/05,Passagens e Despesas com Locomoção,916179.1388665292
2018/05,Serviços de Tecnologia da Informação e Com,467.50480258707387
2018/06,Auxílio Financeiro a Estudantes,142623.42500485684
2018/06,Auxílio Financeiro a Pesquisadores,0.0
2018/06,Contribuições,8811.474369902826
2018/06,Despesas de Exercícios Anteriores,358827.22156980133
2018/06,Diárias - Civil,61691.89092786939
2018/06,Equipamentos e Material Permanente,88678.38246611135
2018/06,Indenizações e Restituições,-1271057.3736891563
2018/06,Locação de Mão-de-Obra,1245535.7686511541
2018/06,Material de Consumo,737254.2447467124
2018/06,"Material, Bem ou Serviço para Distribuição",0.0
2018/06,Obras e Instalações,0.0
2018/06,Outros Auxílios Financeiros a Pessoas Físic,1544344.8008448875
2018/06,Outros Serviços de Terceiros - Pessoa Físic,272252.0507655924
2018/06,Outros Serviços de Terceiros - Pessoa Juríd,15342498.451476475
2018/06,Passagens e Despesas com Locomoção,312655.99672512023
2018/06,Serviços de Tecnologia da Informação e Com,2929.350725350186
2018/07,Auxílio Financeiro a Estudantes,334821.82989897474
2018/07,Auxílio Financeiro a Pesquisadores,18011.111989267178
2018/07,Contribuições,9682.088041951272
2018/07,Despesas de Exercícios Anteriores,264379.70871508424
2018/07,Diárias - Civil,89988.7092307814
2018/07,Equipamentos e Material Permanente,1196510.731988635
2018/07,Indenizações e Restituições,188629.26191882807
2018/07,Locação de Mão-de-Obra,0.0
2018/07,Material de Consumo,341851.67718049994
2018/07,"Material, Bem ou Serviço para Distribuição",0.0
2018/07,Obras e Instalações,0.0
2018/07,Outros Auxílios Financeiros a Pessoas Físic,5815953.287121798
2018/07,Outros Serviços de Terceiros - Pessoa Físic,382412.4123719895
2018/07,Outros Serviços de Terceiros - Pessoa Juríd,448462.56079496397
2018/07,Passagens e Despesas com Locomoção,-32088.918676930567
2018/07,Serviços de Tecnologia da Informação e Com,24343.074277184256
2018/08,Auxílio Financeiro a Estudantes,316654.15109580423
2018/08,Auxílio Financeiro a Pesquisadores,0.0
2018/08,Contribuições,0.0
2018/08,Despesas de Exercícios Anteriores,147104.11474698212
2018/08,Diárias - Civil,201429.75861751862
2018/08,Diárias - Militar,4212.646542313351
2018/08,Equipamentos e Material Permanente,562647.6017935118
2018/08,Indenizações e Restituições,198385.5738466467
2018/08,Locação de Mão-de-Obra,1601592.046766972
2018/08,Material de Consumo,1119616.8790175535
2018/08,"Material, Bem ou Serviço para Distribuição",69503.05108611388
2018/08,Obras e Instalações,0.0
2018/08,Outros Auxílios Financeiros a Pessoas Físic,57572.83607828246
2018/08,Outros Serviços de Terceiros - Pessoa Físic,372862.4828747211
2018/08,Outros Serviços de Terceiros - Pessoa Juríd,8910367.69302747
2018/08,Passagens e Despesas com Locomoção,-100943.23985674056
2018/08,Serviços de Tecnologia da Informação e Com,1924.5194885455724
2018/09,Auxílio Financeiro a Estudantes,114876.08468203027
2018/09,Auxílio Financeiro a Pesquisadores,4730.899601049434
2018/09,Contribuições,61860.43508836154
2018/09,Despesas de Exercícios Anteriores,84643.78257686242
2018/09,Diárias - Civil,89567.00721338837
2018/09,Diárias - Militar,5869.533127461457
2018/09,Equipamentos e Material Permanente,3782165.609399448
2018/09,Indenizações e Restituições,187158.63049245888
2018/09,Locação de Mão-de-Obra,0.0
2018/09,Material de Consumo,417075.7756626377
2018/09,"Material, Bem ou Serviço para Distribuição",26674.023422354214
2018/09,Obras e Instalações,0.0
2018/09,Outros Auxílios Financeiros a Pessoas Físic,0.0
2018/09,Outros Serviços de Terceiros - Pessoa Físic,408960.36350950523
2018/09,Outros Serviços de Terceiros - Pessoa Juríd,1551134.9792573259
2018/09,Passagens e Despesas com Locomoção,434295.5883507221
2018/09,Serviços de Tecnologia da Informação e Com,17516.363861809976
2018/10,Auxílio Financeiro a Estudantes,213146.19471402068
2018/10,Auxílio Financeiro a Pesquisadores,9808.300464957709
2018/10,Contribuições,0.0
2018/10,Despesas de Exercícios Anteriores,127256.99441482537
2018/10,Diárias - Civil,281432.58424982714
2018/10,Diárias - Militar,0.0
2018/10,Equipamentos e Material Permanente,3093585.8534139027
2018/10,Indenizações e Restituições,303753.0484120313
2018/10,Locação de Mão-de-Obra,1674082.3650319674
2018/10,Material de Consumo,2292471.237290079
2018/10,"Material, Bem ou Serviço para Distribuição",0.0
2018/10,Obras e Instalações,0.0
2018/10,Outros Auxílios Financeiros a Pessoas Físic,70875.50260889671
2018/10,Outros Serviços de Terceiros - Pessoa Físic,1507672.1098842213
2018/10,Outros Serviços de Terceiros - Pessoa Juríd,15626285.90583676
2018/10,Passagens e Despesas com Locomoção,216253.97906318767
2018/10,Serviços de Tecnologia da Informação e Com,49996.63601531441
2018/11,Auxílio Financeiro a Estudantes,4782872.622188035
2018/11,Auxílio Financeiro a Pesquisadores,6089.7637331458845
2018/11,Contribuições,-31265.27641238805
2018/11,Despesas de Exercícios Anteriores,659618.7118901152
2018/11,Diárias - Civil,61413.46876086056
2018/11,Equipamentos e Material Permanente,6017094.81116323
2018/11,Indenizações e Restituições,1395160.2286553816
2018/11,Locação de Mão-de-Obra,192148.91531856655
2018/11,Material de Consumo,4810910.254113022
2018/11,"Material, Bem ou Serviço para Distribuição",0.0
2018/11,Obras e Instalações,246349.90380858319
2018/11,Outros Auxílios Financeiros a Pessoas Físic,2672665.371538611
2018/11,Outros Serviços de Terceiros - Pessoa Físic,214612.58705627557
2018/11,Outros Serviços de Terceiros - Pessoa Juríd,17511849.9414595
2018/11,Passagens e Despesas com Locomoção,436325.56257841684
2018/11,Serviços de Tecnologia da Informação e Com,1300448.0349707536
2018/12,Auxílio Financeiro a Estudantes,322379.9702486566
2018/12,Auxílio Financeiro a Pesquisadores,918398.8032176543
2018/12,Contribuições,7517.277345258705
2018/12,Despesas de Exercícios Anteriores,234334.43009855686
2018/12,Diárias - Civil,-1431539.6116925231
2018/12,Diárias - Militar,-108.7221038267972
2018/12,Equipamentos e Material Permanente,6040162.875413922
2018/12,Indenizações e Restituições,575766.9815414234
2018/12,Locação de Mão-de-Obra,1163656.6447101426
2018/12,Material de Consumo,259260.56634206497
2018/12,"Material, Bem ou Serviço para Distribuição",0.0
2018/12,Outros Auxílios Financeiros a Pessoas Físic,-78849.90534955624
2018/12,Outros Serviços de Terceiros - Pessoa Físic,-21762.128129772715
2018/12,Outros Serviços de Terceiros - Pessoa Juríd,-1601063.4314532967
2018/12,Passagens e Despesas com Locomoção,-1780.355772152744
2018/12,Serviços de Consultoria,23665.50275359222
2018/12,Serviços de Tecnologia da Informação e Com,1840636.2623490132
2019/01,Auxílio Financeiro a Estudantes,4543811.565606721
2019/01,Auxílio Financeiro a Pesquisadores,0.0
2019/01,Contribuições,43800.76263892608
2019/01,Despesas de Exercícios Anteriores,172615.00293144523
2019/01,Diárias - Civil,169751.0352887376
2019/01,Equipamentos e Material Permanente,0.0
2019/01,Indenizações e Restituições,19193699.923912387
2019/01,Locação de Mão-de-Obra,55.50593813087144
2019/01,Material de Consumo,35390.03109286232
2019/01,Outros Auxílios Financeiros a Pessoas Físic,1446518.8699659756
2019/01,Outros Serviços de Terceiros - Pessoa Físic,15153.121109727905
2019/01,Outros Serviços de Terceiros - Pessoa Juríd,6318.171555014433
2019/01,Passagens e Despesas com Locomoção,83258.90719630716
2019/01,Serviços de Consultoria,0.0
2019/01,Serviços de Tecnologia da Informação e Com,370.5021370235669
2019/02,Auxílio Financeiro a Estudantes,2686104.753985752
2019/02,Auxílio Financeiro a Pesquisadores,0.0
2019/02,Contribuições,0.0
2019/02,Despesas de Exercícios Anteriores,712680.1085556721
2019/02,Diárias - Civil,91686.81783951135
2019/02,Equipamentos e Material Permanente,14789.80098970019
2019/02,Indenizações e Restituições,3316.0988766143923
2019/02,Locação de Mão-de-Obra,444137.2539400225
2019/02,Material de Consumo,225630.64221248392
2019/02,"Material, Bem ou Serviço para Distribuição",0.0
2019/02,Outros Auxílios Financeiros a Pessoas Físic,1440326.2549392576
2019/02,Outros Serviços de Terceiros - Pessoa Físic,248193.06117615927
2019/02,Outros Serviços de Terceiros - Pessoa Juríd,3748540.9268534505
2019/02,Passagens e Despesas com Locomoção,193603.52437180502
2019/02,Serviços de Tecnologia da Informação e Com,0.0
2019/03,Auxílio Financeiro a Estudantes,3430186.466391886
2019/03,Auxílio Financeiro a Pesquisadores,0.0
2019/03,Contribuições,53472.978779210694
2019/03,Despesas de Exercícios Anteriores,137300.61665832924
2019/03,Diárias - Civil,365916.8255431707
2019/03,Diárias - Militar,5485.690887634308
2019/03,Equipamentos e Material Permanente,0.0
2019/03,Indenizações e Restituições,713.4826710729371
2019/03,Locação de Mão-de-Obra,29622.73079322526
2019/03,Material de Consumo,178936.73621092926
2019/03,Outros Auxílios Financeiros a Pessoas Físic,1429604.7686022322
2019/03,Outros Serviços de Terceiros - Pessoa Físic,182050.633786386
2019/03,Outros Serviços de Terceiros - Pessoa Juríd,2250724.937141113
2019/03,Passagens e Despesas com Locomoção,370352.9940501828
2019/03,Serviços de Tecnologia da Informação e Com,16916.499274742295
2019/04,Auxílio Financeiro a Estudantes,3459089.9753792025
2019/04,Auxílio Financeiro a Pesquisadores,0.0
2019/04,Contribuições,43043.2545093317
2019/04,Despesas de Exercícios Anteriores,81840.37461830082
2019/04,Diárias - Civil,57241.540845173215
2019/04,Equipamentos e Material Permanente,0.0
2019/04,Indenizações e Restituições,0.0
2019/04,Locação de Mão-de-Obra,871975.4858036713
2019/04,Material de Consumo,55965.42322901183
2019/04,"Material, Bem ou Serviço para Distribuição",0.0
2019/04,Obras e Instalações,0.0
2019/04,Outros Auxílios Financeiros a Pessoas Físic,1385170.3013214956
2019/04,Outros Serviços de Terceiros - Pessoa Físic,337356.1281164898
2019/04,Outros Serviços de Terceiros - Pessoa Juríd,14912963.828693409
2019/04,Passagens e Despesas com Locomoção,156795.86962692387
2019/04,Serviços de Tecnologia da Informação e Com,22514.41242332408
2019/05,Auxílio Financeiro a Estudantes,4739247.26358667
2019/05,Auxílio Financeiro a Pesquisadores,452007.85423159925
2019/05,Contribuições,0.0
2019/05,Despesas de Exercícios Anteriores,213639.16306017747
2019/05,Diárias - Civil,384375.00442100223
2019/05,Equipamentos e Material Permanente,0.0
2019/05,Indenizações e Restituições,605803.1112606091
2019/05,Locação de Mão-de-Obra,433174.910895229
2019/05,Material de Consumo,753716.805047231
2019/05,"Material, Bem ou Serviço para Distribuição",22511.543683529133
2019/05,Obras e Instalações,0.0
2019/05,Outros Auxílios Financeiros a Pessoas Físic,2766743.344262767
2019/05,Outros Serviços de Terceiros - Pessoa Físic,459220.62758954696
2019/05,Outros Serviços de Terceiros - Pessoa Juríd,8063126.9363711355
2019/05,Passagens e Despesas com Locomoção,557363.3266209543
2019/05,Serviços de Tecnologia da Informação e Com,29178.91148117958
2019/06,Auxílio Financeiro a Estudantes,4371524.417217559
2019/06,Auxílio Financeiro a Pesquisadores,46887.76781313588
2019/06,Contribuições,0.0
2019/06,Despesas de Exercícios Anteriores,117027.7200451837
2019/06,Diárias - Civil,789646.2009706057
2019/06,Equipamentos e Material Permanente,19432.084452857256
2019/06,Indenizações e Restituições,5038.452170677775
2019/06,Locação de Mão-de-Obra,0.0
2019/06,Material de Consumo,75421.47567636505
2019/06,"Material, Bem ou Serviço para Distribuição",0.0
2019/06,Obras e Instalações,0.0
2019/06,Outros Auxílios Financeiros a Pessoas Físic,28134.553511805105
2019/06,Outros Serviços de Terceiros - Pessoa Físic,151685.7754613781
2019/06,Outros Serviços de Terceiros - Pessoa Juríd,4903441.465876336
2019/06,Passagens e Despesas com Locomoção,856931.3253504327
2019/06,Serviços de Tecnologia da Informação e Com,234307.82569180347
2019/07,Auxílio Financeiro a Estudantes,4124645.326569911
2019/07,Auxílio Financeiro a Pesquisadores,3397.901680263697
2019/07,Despesas de Exercícios Anteriores,63835.69928677802
2019/07,Diárias - Civil,100641.85183703472
2019/07,Equipamentos e Material Permanente,29697.66068550471
2019/07,Indenizações e Restituições,18093.74489776386
2019/07,Locação de Mão-de-Obra,449962.71273673576
2019/07,Material de Consumo,743648.2479403466
2019/07,"Material, Bem ou Serviço para Distribuição",0.0
2019/07,Obras e Instalações,0.0
2019/07,Outros Auxílios Financeiros a Pessoas Físic,1214636.9044424198
2019/07,Outros Serviços de Terceiros - Pessoa Físic,593555.0204079875
2019/07,Outros Serviços de Terceiros - Pessoa Juríd,7663543.344804351
2019/07,Passagens e Despesas com Locomoção,136390.2240026186
2019/07,Serviços de Tecnologia da Informação e Com,82976.14740973702
2019/08,Auxílio Financeiro a Estudantes,4491372.994347917
2019/08,Auxílio Financeiro a Pesquisadores,8238.821778685373
2019/08,Despesas de Exercícios Anteriores,75227.27448072919
2019/08,Diárias - Civil,53562.2321608511
2019/08,Equipamentos e Material Permanente,281094.45980825747
2019/08,Indenizações e Restituições,0.0
2019/08,Locação de Mão-de-Obra,334503.45216761983
2019/08,Material de Consumo,689688.0458476499
2019/08,Outros Auxílios Financeiros a Pessoas Físic,1289783.0372490643
2019/08,Outros Serviços de Terceiros - Pessoa Físic,444908.70365951356
2019/08,Outros Serviços de Terceiros - Pessoa Juríd,5506071.770669014
2019/08,Passagens e Despesas com Locomoção,-69334.37797351016
2019/08,Serviços de Tecnologia da Informação e Com,6506.9689995850795
2019/09,Auxílio Financeiro a Estudantes,4533563.703568778
2019/09,Auxílio Financeiro a Pesquisadores,88504.01698311348
2019/09,Contribuições,6791.045632613086
2019/09,Despesas de Exercícios Anteriores,50821.52342458835
2019/09,Diárias - Civil,96490.34097543154
2019/09,Equipamentos e Material Permanente,17739.284177595335
2019/09,Indenizações e Restituições,0.0
2019/09,Locação de Mão-de-Obra,314238.38739326375
2019/09,Material de Consumo,488986.307044592
2019/09,Obras e Instalações,0.0
2019/09,Outros Auxílios Financeiros a Pessoas Físic,1517607.5581186493
2019/09,Outros Serviços de Terceiros - Pessoa Físic,362938.42890849756
2019/09,Outros Serviços de Terceiros - Pessoa Juríd,6095715.672230787
2019/09,Passagens e Despesas com Locomoção,156644.05139790045
2019/09,Serviços de Tecnologia da Informação e Com,5451.987254774438
2019/10,Auxílio Financeiro a Estudantes,7066376.794041548
2019/10,Auxílio Financeiro a Pesquisadores,53023.26838356835
2019/10,Despesas de Exercícios Anteriores,113126.57544328664
2019/10,Diárias - Civil,202712.69630446372
2019/10,Equipamentos e Material Permanente,1208366.112251508
2019/10,Indenizações e Restituições,1438.262817046208
2019/10,Locação de Mão-de-Obra,1151428.4080835914
2019/10,Material de Consumo,4273814.4194641
2019/10,"Material, Bem ou Serviço para Distribuição",29649.245232721903
2019/10,Obras e Instalações,0.0
2019/10,Outros Auxílios Financeiros a Pessoas Físic,1516090.8408706554
2019/10,Outros Serviços de Terceiros - Pessoa Físic,546506.1391439441
2019/10,Outros Serviços de Terceiros - Pessoa Juríd,22891080.58914079
2019/10,Passagens e Despesas com Locomoção,320718.3612583054
2019/10,Serviços de Tecnologia da Informação e Com,10566.306333567103
2019/11,Auxílio Financeiro a Estudantes,8454379.726901038
2019/11,Auxílio Financeiro a Pesquisadores,910.7819244604307
2019/11,Contribuições,37154.18405972896
2019/11,Despesas de Exercícios Anteriores,1212609.8460557137
2019/11,Diárias - Civil,229828.07725447547
2019/11,Equipamentos e Material Permanente,5916593.587972645
2019/11,Indenizações e Restituições,723282.3720093692
2019/11,Locação de Mão-de-Obra,76889.5446398695
2019/11,Material de Consumo,2066972.7809728961
2019/11,"Material, Bem ou Serviço para Distribuição",50245.44406683955
2019/11,Obras e Instalações,86650.47769575038
2019/11,Outros Auxílios Financeiros a Pessoas Físic,1508397.6258679105
2019/11,Outros Serviços de Terceiros - Pessoa Físic,1085475.3028379623
2019/11,Outros Serviços de Terceiros - Pessoa Juríd,28393160.72959888
2019/11,Passagens e Despesas com Locomoção,442463.91215283587
2019/11,Serviços de Tecnologia da Informação e Com,654149.4246068262
2019/12,Auxílio Financeiro a Estudantes,31201.06708143413
2019/12,Auxílio Financeiro a Pesquisadores,233869.803444387
2019/12,Contribuições,11445.548226117193
2019/12,Despesas de Exercícios Anteriores,60936.48365960246
2019/12,Diárias - Civil,-651073.6694065129
2019/12,Diárias - Militar,-253.64410037122317
2019/12,Equipamentos e Material Permanente,4844027.457193742
2019/12,Indenizações e Restituições,954085.9470720361
2019/12,Locação de Mão-de-Obra,211970.66162304403
2019/12,Material de Consumo,726002.9927381232
2019/12,"Material, Bem ou Serviço para Distribuição",0.0
2019/12,Obras e Instalações,425716.3648324797
2019/12,Outros Auxílios Financeiros a Pessoas Físic,654306.0868662187
2019/12,Outros Serviços de Terceiros - Pessoa Físic,-120842.9627367135
2019/12,Outros Serviços de Terceiros - Pessoa Juríd,1924599.3434866783
2019/12,Passagens e Despesas com Locomoção,50969.398266998745
2019/12,Serviços de Tecnologia da Informação e Com,417550.90661153145
2020/01,Auxílio Financeiro a Estudantes,2329173.4156191032
2020/01,Auxílio Financeiro a Pesquisadores,23306.87696711195
2020/01,Despesas de Exercícios Anteriores,224470.92934902894
2020/01,Diárias - Civil,25184.998385983472
2020/01,Equipamentos e Material Permanente,0.0
2020/01,Indenizações e Restituições,2966803.4484593226
2020/01,Locação de Mão-de-Obra,354091.3131904821
2020/01,Material de Consumo,185.89565068968494
2020/01,Obras e Instalações,0.0
2020/01,Outros Auxílios Financeiros a Pessoas Físic,1352839.216489228
2020/01,Outros Serviços de Terceiros - Pessoa Físic,0.0
2020/01,Outros Serviços de Terceiros - Pessoa Juríd,5541550.079561355
2020/01,Passagens e Despesas com Locomoção,15995.176707143688
2020/01,Serviços de Tecnologia da Informação e Com,4360.916453777793
2020/02,Auxílio Financeiro a Estudantes,2598298.761775574
2020/02,Auxílio Financeiro a Pesquisadores,0.0
2020/02,Contribuições,0.0
2020/02,Despesas de Exercícios Anteriores,86595.39836662145
2020/02,Diárias - Civil,322664.2163440759
2020/02,Equipamentos e Material Permanente,0.0
2020/02,Indenizações e Restituições,1538767.72483278
2020/02,Locação de Mão-de-Obra,0.0
2020/02,Material de Consumo,1787.6029355910002
2020/02,"Material, Bem ou Serviço para Distribuição",0.0
2020/02,Outros Auxílios Financeiros a Pessoas Físic,1349465.1865054492
2020/02,Outros Serviços de Terceiros - Pessoa Físic,58803.392394405724
2020/02,Outros Serviços de Terceiros - Pessoa Juríd,817820.5713082933
2020/02,Passagens e Despesas com Locomoção,251099.02777866132
2020/02,Serviços de Tecnologia da Informação e Com,3881.876794985734
2020/03,Auxílio Financeiro a Estudantes,3359888.1398207718
2020/03,Auxílio Financeiro a Pesquisadores,0.0
2020/03,Contribuições,0.0
2020/03,Despesas de Exercícios Anteriores,136235.43804700018
2020/03,Diárias - Civil,59953.47624095773
2020/03,Equipamentos e Material Permanente,11579.936827964528
2020/03,Indenizações e Restituições,1548587.4285873212
2020/03,Locação de Mão-de-Obra,460472.10269627505
2020/03,Material de Consumo,159697.51995609974
2020/03,"Material, Bem ou Serviço para Distribuição",0.0
2020/03,Outros Auxílios Financeiros a Pessoas Físic,1348521.555724139
2020/03,Outros Serviços de Terceiros - Pessoa Físic,151902.55431159076
2020/03,Outros Serviços de Terceiros - Pessoa Juríd,7470129.63467446
2020/03,Passagens e Despesas com Locomoção,75344.16568040701
2020/03,Serviços de Tecnologia da Informação e Com,7495.731150287278
2020/04,Auxílio Financeiro a Estudantes,26604288.72993074
2020/04,Auxílio Financeiro a Pesquisadores,0.0
2020/04,Despesas de Exercícios Anteriores,161375.36924385448
2020/04,Diárias - Civil,11122.351277497182
2020/04,Equipamentos e Material Permanente,545889.9812543724
2020/04,Indenizações e Restituições,1548515.9352033325
2020/04,Locação de Mão-de-Obra,333688.20997259894
2020/04,Material de Consumo,124108.16811892923
2020/04,Outros Auxílios Financeiros a Pessoas Físic,1397066.1991153264
2020/04,Outros Serviços de Terceiros - Pessoa Físic,232930.64064847308
2020/04,Outros Serviços de Terceiros - Pessoa Juríd,5281896.088202914
2020/04,Passagens e Despesas com Locomoção,-4783.6897256330285
2020/04,Serviços de Tecnologia da Informação e Com,0.0
2020/05,Auxílio Financeiro a Estudantes,1283527.1330321087
2020/05,Auxílio Financeiro a Pesquisadores,0.0
2020/05,Contribuições,0.0
2020/05,Despesas de Exercícios Anteriores,82070.79970065798
2020/05,Diárias - Civil,3609.30219423343
2020/05,Equipamentos e Material Permanente,392786.74939237325
2020/05,Indenizações e Restituições,1553550.7670987358
2020/05,Locação de Mão-de-Obra,349453.57419069397
2020/05,Material de Consumo,249698.0760121619
2020/05,"Material, Bem ou Serviço para Distribuição",0.0
2020/05,Outros Auxílios Financeiros a Pessoas Físic,7011974.845598824
2020/05,Outros Serviços de Terceiros - Pessoa Físic,1434298.5135918215
2020/05,Outros Serviços de Terceiros - Pessoa Juríd,2624112.3208353333
2020/05,Passagens e Despesas com Locomoção,0.0
2020/05,Serviços de Tecnologia da Informação e Com,121384.26831304774
2020/06,Auxílio Financeiro a Estudantes,900740.2896651181
2020/06,Auxílio Financeiro a Pesquisadores,268529.0472560117
2020/06,Contribuições,138763.10515805206
2020/06,Despesas de Exercícios Anteriores,110720.35275732048
2020/06,Diárias - Civil,1061.0363977947445
2020/06,Equipamentos e Material Permanente,2619643.827033721
2020/06,Indenizações e Restituições,3586899.135031528
2020/06,Locação de Mão-de-Obra,926745.0345951336
2020/06,Material de Consumo,157139.9051734498
2020/06,Outros Auxílios Financeiros a Pessoas Físic,613323.5438816552
2020/06,Outros Serviços de Terceiros - Pessoa Físic,533969.6238080842
2020/06,Outros Serviços de Terceiros - Pessoa Juríd,36324651.22405013
2020/06,Passagens e Despesas com Locomoção,-16119.1160510078
2020/06,Serviços de Tecnologia da Informação e Com,260820.02363551693
2020/07,Auxílio Financeiro a Estudantes,2583965.004209833
2020/07,Auxílio Financeiro a Pesquisadores,0.0
2020/07,Contribuições,0.0
2020/07,Despesas de Exercícios Anteriores,9725.993648765212
2020/07,Diárias - Civil,-5311.887101632855
2020/07,Equipamentos e Material Permanente,-121886.87932466796
2020/07,Indenizações e Restituições,911330.8804809689
2020/07,Locação de Mão-de-Obra,776391.3424231427
2020/07,Material de Consumo,273190.84838145954
2020/07,Outros Auxílios Financeiros a Pessoas Físic,225850.05884411087
